"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
0,0.0296411763202475,0.127103559755127,0.103333886500949,0.0574306503861265,0.0269908252029518,0.0660411012695311,0.0160155014012545,0.0536699152318746,0.0978894665951275,0.198649179928489,0.199682217584855,0.0550065700932115,0.0127870879276088,0.1517256534147,0.0191324065469758,0.117572664017974,0.0698736443850269,0.00607901284313463,0.0724807582272428,0.0591896912953689,0.0138255604149537,0.020003758850329,0.0156849066750529,0.0167220610267196,0.118843102731529,0.172211293260296,0.0790319508111082,0.0146188188780225,0.0400073775558092,0.0877438390117866,0.0207132645808732,0.0734793077070886,0.0333296405884435,0.0291985287444336,0.0277223229834532,0.0124328645313545,0.0518407322342752,0.0343107198418783,0.0656770552457462,0.124055451639269,0.0185296041919782,0.0443184884528564,0.0693800165764172,0.0882052604158118,0.0292307777280383,0.0878150656403806,0.103197304581372,0.0617879867946998,0.0420755040347316,0.0062062270434839,0.0138377018357458,0.140289046101174,0.0454128673499831,0.1385496101641,0.025090409562519,0.0583766695624868,0.0659159780455477,0.0587384842993408,0.0276563962017191,0.0112728336945952,0.0421104207409189,0.0511794769317889,0.108493604136371,0.0670717590180002,0.0153813645463108,0.00271110896044656,0.0315607797363195,0.0977610203008647,0.0682577643100463,0.00873158485881193,0.104995365121622,0.0598243195586829,0.15739703791545,0.142348323371031,0.13484435537216,0.0658482981195488,0.0350517560412585,0.0125111995599761,0.136251822047802,0.00773179630016511,0.0121475870113458,0.145246737548799,0.0521500380916445,0.00666386358182508,0.0736869302330225,0.0602747417691621,0.0113168325198437,0.0312359963058885,0.068565995274762
0.0296411763202475,0,0.0391506346962099,0.020009191526214,0.0912594935529582,0.0318885047540472,0.0851632089532052,0.00599207941515665,0.0107157807304831,9.93575325809599e-05,0.0228083632864904,0.0432933686522421,0.0357803323506751,0.0863742019424996,0.183799434422221,0.0701557595524852,0.161595007964524,0.136117114670914,0.0954943635010082,0.0489765915409182,0.0417661539022454,0.00713155223185957,0.0284249741569084,0.0828351061992692,0.0595791106697111,0.0185478052319648,0.00964140203909316,0.0597616045152267,0.0558373998818065,0.0253227758291843,0.00828149241059013,0.0574850930699246,0.0990181998857019,0.0976966272578907,0.0594585613733463,0.0925150738115121,0.149377666910228,0.0730076260471208,0.0993991377892843,0.0853014668772008,0.165064974896303,0.0305322047758624,0.0595370005154227,0.0250649346424483,0.0932317416118777,0.0864084974428588,0.20692025275703,0.0148464758687652,0.048467035602636,0.050307597219817,0.0205091644358149,0.00678964227067813,0.111221250148468,0.0210358525330705,0.0142832191620305,0.026741377988248,0.0189424393884606,0.024993281003809,0.0424603894207719,0.106316571117507,0.0227104085871985,0.0680037424405816,0.061087659405304,0.0151113882505751,0.052819614859577,0.0331756525713878,0.0133373361286112,0.192120547878416,0.127220262565024,0.040127771295427,0.0751981849244557,0.063035024951891,0.0172707438358067,0.0795715761134574,0.015487936106631,0.170182382441653,0.0865427707824054,0.00695854223709209,0.0660774970653209,0.0275563051467377,0.130434073297714,0.148818077143481,0.0292880473966899,0.160356851588641,0.0198024655415573,0.0446919888991361,0.0814361799617335,0.0400574829602033,0.112597616330013,0.0457548976485491
0.127103559755127,0.0391506346962099,0,0.108660102451246,0.0851980949355553,0.0235889762362619,0.0751832157658484,0.0301074873897314,0.0665251375284955,0.103688580269664,0.0709098291047199,0.0586630668249226,0.0302876340962098,0.0601159381841782,0.172069574476398,0.0147142433490074,0.163641293101264,0.0391360998533811,0.072807963094605,0.0015385741424229,0.040427910141963,0.00963515279919879,0.0119543932430483,0.0749671913672656,0.0693553887009014,0.0590796158876054,0.0610240871941305,0.0980989732852442,0.0410853768214613,0.0322502079836767,0.0462117817715132,0.00099645797035615,0.0949710911328715,0.0694543639789964,0.059847204822793,0.0349857372532394,0.0945072097770174,0.00552751807716795,0.042615564605575,0.0776048132099639,0.148280058714265,0.0150948696154207,0.0494858140841062,0.0272969444932493,0.100554969390153,0.055706673676231,0.178389238236898,0.0391942119725013,0.015050916586882,0.000465056843039189,0.00384712825848002,0.00767395941659304,0.0169486420451373,0.000422307082028928,0.0820901460598379,0.023054154548125,0.0357083141324617,0.0275533101798701,0.0400514402629667,0.0529426549846397,0.00922867750000471,0.0635198746562574,0.0696642291366952,0.0582302498083794,0.0744158479593589,0.035852022100372,0.0222823741082572,0.151846263872719,0.113159776151837,0.0546509339875478,0.0259940636690561,0.0173258131823342,0.125406842255699,0.0208651028168092,0.0696150861053435,0.152332544129251,0.0764011113329832,0.0172764865146389,0.0373262419656277,0.000145368451091193,0.0819692270823818,0.05170888405342,0.102508381520997,0.0559269687719752,0.0305853659472361,0.0288764476937132,4.2957510232829e-05,0.0170663255566841,0.0899247667024156,0.0632983818437216
0.103333886500949,0.020009191526214,0.108660102451246,0,0.0245172745669657,0.0560198120574138,0.069169944912742,0.0117858056244279,0.0103386967751473,0.0634005752239737,0.0750787192178129,0.102461847503406,0.0581498080095043,0.0241699129452944,0.153086041163917,0.0137417077482615,0.0687707532183353,0.026600713078621,0.048682546047838,0.0211355906852123,0.0491571807456584,0.0282497047129387,0.0313717088064965,0.0157470929750574,0.0215794195023604,0.0242549667900822,0.103658033296777,0.0208581048564773,0.0202847082373044,0.0390136688047915,0.0357642129375673,0.0603193768229869,0.0816627455709772,0.0139923632574044,0.0279092077561614,0.0743993144430064,0.0529723384422244,0.0308631460994789,0.0103599754351838,0.069847327968771,0.134241145947078,0.0556842838018645,0.0657152140411573,0.0784453607967237,0.0824492262378048,0.00654774889100062,0.0838751934279207,0.0432098822771016,0.0138998164518291,0.0123832135138536,0.0153035870644126,0.0284686537647359,0.117885221399845,0.0472487067245393,0.0452049341853007,0.0217560300462736,0.0420067086937562,0.0689273186454445,0.0152700576566755,0.00175274241490663,0.0176173026344468,0.0582054437170097,0.0781452359182079,0.0805937830137401,0.0691993169979739,0.0154119382052255,0.0125495670847423,0.010521192512281,0.101821839323584,0.0509128527337093,0.00183619167953664,0.145693183420312,0.0567035511089863,0.0324068799307038,0.0598708313248856,0.137325857346964,0.0702904312929808,0.0231324115260873,0.0346302746649843,0.0563376955322631,0.00734836261924122,0.00971374885932055,0.10535830678432,0.0245686790492271,0.00692742305759738,0.0096490501390664,0.0831839213289273,0.012012765207708,0.0224629701882183,0.0298319492329195
0.0574306503861265,0.0912594935529582,0.0851980949355553,0.0245172745669657,0,0.0349747022125051,0.0921263664245711,0.00565565557523693,0.0523666194937064,0.0567372134515192,0.0543382305070175,0.0639462791592147,0.0075184243284245,0.0525916062814581,0.173299434513643,0.0339261780016901,0.201082684645838,0.0942091127688247,0.0719793304744937,0.0235715784394274,0.0170328324819105,0.0208232488062933,0.0357673699303759,0.0594332234453802,0.0579068426637832,0.0588943548116087,0.0233571192715705,0.0742949522859714,0.0127327317395181,0.0800769860138451,0.0423766232602118,0.0284354265223647,0.0737241856872096,0.089075444623717,0.0992346576741718,0.0349783900872884,0.160286899883168,0.00663429739783214,0.113907327850165,0.0880567711030615,0.167696017975045,0.050247417587304,0.0687248813126809,0.0189220721335004,0.125787809070369,0.078108672080399,0.260234735153096,0.0952018889598678,0.0356621916937783,0.0533566042517994,0.0515331512011498,0.0249004165801721,0.0889666014218641,0.0610154870366514,0.0828091262660541,0.0172631267219302,0.0120905024712445,0.0321374481625446,0.0853961768141373,0.0839316723272987,0.00780938328885631,0.0718772509486631,0.0531305456360236,0.0423908726680536,0.0471144767223768,0.0390957109674404,0.0177428390997279,0.210375548802251,0.129700803245627,0.0084325233475713,0.0657990110188249,0.0501461116274018,0.0617124850072373,0.0273927329535175,0.0690327645933317,0.185820195274092,0.092870142732081,0.00424379584120859,0.0283333998616773,0.0138438079191161,0.0707271091304572,0.104262848488167,0.0212020062762618,0.0900419089495243,0.00994656400183183,0.00878611866346772,0.0340189843063137,0.0574934906425977,0.0562853920817163,0.0362534193926366
0.0269908252029518,0.0318885047540472,0.0235889762362619,0.0560198120574138,0.0349747022125051,0,0.0628310661312409,0.0149386866658278,0.0130250179589517,0.0130344095948492,0.0436740980720793,0.0353737669068901,0.000718705021226843,0.0460054126087447,0.138788724905354,0.00944711916631876,0.0843667587414069,0.0316794550857194,0.0458977719859806,0.0259618649492182,0.0214911406096988,0.00649028863015961,0.0166379620441392,0.0410399053784044,0.0259892355228351,0.0420559493378527,0.0185296324958873,0.0531270798139334,0.0144906662132425,0.0228507997784909,0.0143005988959471,0.0108551766683683,0.0708025357201572,0.041299580598142,0.0780438094391959,0.0124459878490969,0.0928199387645833,0.00839155487267302,0.053569719607288,0.0651442254447198,0.124205633723748,0.0320683936798483,0.0405143630439506,0.00165336629380773,0.0913577440252232,0.0471556096137451,0.135993387624436,0.0863514401123053,0.0249630768721588,0.00817894317567676,0.00320176673575213,0.022608916367512,0.0104981422735686,0.0256064247855086,0.0632365854950983,0.031176675072025,0.0108540750094312,0.00796909924821578,0.0971493847511038,0.056857667391275,0.00964062150520134,0.0500432685009908,0.0311876917712064,0.0673115178901069,0.0296940253610621,0.0258459361389194,0.028910844611353,0.124693035530422,0.0995704679719163,0.0227569094602902,0.0166020227570893,0.010585138024553,0.0182122253761675,0.0161621632257719,0.0846055229948577,0.129506534790762,0.0607929417939729,0.0145822446245891,0.0253195166674105,0.0209334000217404,0.0602071748215224,0.0187072709511977,0.0353071334216782,0.0236178894266255,0.00102973200384485,0.0130722108067238,0.0211379449552244,0.00455395406550115,0.0608629102290493,0.0549700418088649
0.0660411012695311,0.0851632089532052,0.0751832157658484,0.069169944912742,0.0921263664245711,0.0628310661312409,0,0.0698036638835737,0.0362470546754701,0.073802435652742,0.0482160107278976,0.0913590966425325,0.0699109909731803,0.067310636255827,0.375875331725671,0.00891102657458544,0.0146823705092616,0.118823104234943,0.0912187926064995,0.0675210540357648,0.0679762228706705,0.0163296006230656,0.0142009723314044,0.0687917850343405,0.0680474146519014,0.0677027512656887,0.128000344808017,0.0712426530451717,0.120561089197069,0.0803962547201973,0.0480101091964323,0.0987178274468871,0.23468851814899,0.0654760953576662,0.0832769314362766,0.0829810418109012,0.273185539999408,0.0375312073212991,0.0813348709565692,0.276003297847208,0.443266103839369,0.062746017955895,0.20974394548726,0.0812225294280453,0.227149100546176,0.0688999866703209,0.148742461198353,0.0664853700384592,0.0688459015249041,0.0632010022529865,0.0144389032578358,0.0384935740295508,0.155624401774933,0.0597273208393351,0.0608439381693568,0.0684777103699595,0.0926767803103473,0.0915894500805038,0.0585123139279703,0.0672455088537947,0.0748586993247005,0.0120903550805999,0.133639407668387,0.0620927607041555,0.0746073849750825,0.0652477808031817,0.00722138672579507,0.132070002762128,0.380260649970309,0.071723578388068,0.114435704261798,0.194096293185493,0.0712100807016062,0.0041286980007188,0.0654196820252076,0.475266993316023,0.955133330024385,0.033059540209801,0.068683457707501,0.0358334602995871,0.0779535152252132,0.0884045975680872,0.0705614890057715,0.0729735872086576,0.00201168903388733,0.0714606628610956,0.0676479581737764,0.0197404196759346,0.0711897323051834,0.124155006800473
0.0160155014012545,0.00599207941515665,0.0301074873897314,0.0117858056244279,0.00565565557523693,0.0149386866658278,0.0698036638835737,0,0.15307663663602,0.0755811028203208,0.0499995087106264,0.0534607180807228,0.0852047604828041,0.0101008294334859,0.144983363432189,0.0107151630880229,0.00315360926444709,0.0429156756421444,0.0309746857618223,0.0382133647265986,0.0836778223687641,0.0141256071149595,0.00434655846797081,0.0430876574943294,0.0232367639243217,0.0252611485672153,0.0585530508235765,0.00870474549295688,0.0413356143199182,0.00807009111022544,0.0772741613925778,0.0357449360401271,0.0784748204402561,0.0509956212833242,0.0271190531617474,0.205171606664462,0.0291710399068933,0.00524943759044547,0.00528641663703871,0.0540309372894355,0.104047640907219,0.0117960607687871,0.0421099942620345,0.00340134491881373,0.0300086925411842,0.000178574731849098,0.0245490493241859,0.00623636331421916,0.0429512495511265,0.0418774486804112,0.0430995215698546,0.0175356751381288,0.0239953243893916,0.0388365297564108,0.00276186133676345,0.0499028010231347,0.102500321346665,0.0222142770273084,0.0183910113626476,0.0332372685953567,0.0410594126048581,0.060691218408196,0.0572497426215631,0.0330625346656249,0.0469888593477339,0.00966245474815782,0.0251903993019337,0.0196925351758892,0.106284995658843,0.0991284784976629,0.06875517888873,0.118421850118937,0.00553837069826319,0.0543859235487702,0.00998008110293394,0.126256116915913,0.0709811351049053,0.0130240756615665,0.0128230857231397,0.0368047109297381,0.0469820546496172,0.0255058199253869,0.00140332140362886,0.0118582664069278,0.00643487819224496,0.0726713800005161,0.0127924512431851,0.03744022899892,0.0189874354235965,0.0568649121958063
0.0536699152318746,0.0107157807304831,0.0665251375284955,0.0103386967751473,0.0523666194937064,0.0130250179589517,0.0362470546754701,0.15307663663602,0,0.0353854520495623,0.0630004307322264,0.0400768150709638,0.114502097968767,0.05788189997438,0.0531839994807957,0.031433577208133,0.0349972614732385,0.122778813433434,0.00933758720732861,0.0430636927923073,0.142940829214971,0.0154655894682364,0.0228825780770983,0.0377280735031743,0.0120853256817778,0.0173086247680895,0.0539203670019832,0.0349569497056146,0.0267004098353073,0.0412516559343356,0.0173548014629715,0.0394478901567469,0.0114260376915574,0.013572624829643,0.0200933381787111,0.0274705338071266,0.119138005476997,0.0523154326991999,0.0189981436531356,0.0668474425919912,0.0902261300088327,0.0132745608897445,0.0484024076183776,0.0494139572175629,0.0584231816339981,0.0308802751123261,0.0124557276596051,0.0405772628138942,0.00298906930945646,0.0320291046331957,0.0152584763881065,0.0176174919320664,0.0166183323757503,0.00216099982478426,0.043448650059528,0.0598697240953693,0.0587258221358471,0.0189999890542138,0.028198534250524,0.0589278898491895,0.0510522244562929,0.0499817517517259,0.06045024194364,0.0231376583273718,0.0239281040462457,0.00993675666189423,0.016630756123982,0.0405069856922914,0.00797220007628814,0.177415174565749,0.00286215016675025,0.010242638221108,0.0567760677023008,0.0199937081109395,0.0360411094183545,0.0458937419319417,0.0418606421793708,0.0131411789867608,0.00652214905896176,0.053318955107579,0.0174540454583819,0.0273636437675344,0.0200410857961629,0.0444789034866768,0.0330644355235078,0.0599114084625673,0.0771044449874177,0.0190221146655139,0.0281541058064876,0.0473093084184166
0.0978894665951275,9.93575325809599e-05,0.103688580269664,0.0634005752239737,0.0567372134515192,0.0130344095948492,0.073802435652742,0.0755811028203208,0.0353854520495623,0,0.162220563714938,0.0710616670074488,0.0191749568658178,0.0130367500818718,0.166654616068446,0.0303383356774158,0.0824951305425571,0.042433289079705,0.00968467312188429,0.0249411438299856,0.0332110822564751,0.00982337215981488,0.0049154780170545,0.0222491772241436,0.0458282014610607,0.103136938320844,0.111268559701824,0.0714159729219815,0.0122167978350722,0.0216788219113332,0.031169208404842,0.0542197122995627,0.0962269995998343,0.00812690521494478,0.0359865209074941,0.0886082313613087,0.050701578995564,0.0288445687431958,0.0597957171196512,0.0777096401650064,0.14686973321342,0.00333199357290962,0.0576152309054523,0.013189670904231,0.0901667657938807,0.00564645881766428,0.0810891082340341,0.0937162330943029,0.0142717147392564,0.0285882869443964,0.0406069136350359,0.00918102320571148,0.0596809469407382,0.0124162778027322,0.083261052102185,0.0270574378533093,0.114339139120556,0.0282358791968269,0.0515587879259392,0.0157274276771883,0.0706848025911835,0.0606768230119899,0.0662092514936881,0.180757684703249,0.0721356039318909,0.00108365468122054,0.0265329049233168,0.0420989215988173,0.112249044493783,0.0505724110869565,0.0383691822623447,0.109835094145086,0.111623890681959,0.146247443827463,0.0372315772793305,0.1499129768548,0.0750425964603969,0.0378619464788569,0.0137536570694367,0.13339554832547,0.0145773446133524,0.0289470953943555,0.000406384766149867,0.0151058034505184,0.00267925042991093,0.0992295487476738,0.0323739888465201,0.0457063334445643,0.0201856592678608,0.0896777192283745
